gene.id	total_sites	non-NA_sites
DPOGS210987	112	112
DPOGS210942	58	58
DPOGS211028	46	46
DPOGS211001	31	31
DPOGS210951	142	142
DPOGS210970	247	247
DPOGS211019	672	672
DPOGS211020	227	227
DPOGS210998	122	122
DPOGS210962	33	33
DPOGS210986	120	120
DPOGS211000	172	172
DPOGS210993	195	195
DPOGS210955	265	265
DPOGS210999	93	93
DPOGS210967	221	221
DPOGS211018	35	35
DPOGS210973	81	81
DPOGS211021	133	133
DPOGS210994	91	91
DPOGS210968	86	86
DPOGS210943	355	355
DPOGS210944	49	49
DPOGS210996	64	64
DPOGS211029	184	184
DPOGS210954	106	106
DPOGS210969	118	118
DPOGS210965	45	45
DPOGS211010	251	251
DPOGS210964	134	134
DPOGS210981	280	280
DPOGS210941	81	81
DPOGS211015	133	133
DPOGS210952	143	143
DPOGS211016	63	63
DPOGS211017	321	321
DPOGS210963	51	51
DPOGS210953	105	105
DPOGS211023	55	55
DPOGS210995	33	33
DPOGS210997	141	141
DPOGS210982	196	196
DPOGS210940	91	91
DPOGS210980	142	142
DPOGS211012	629	629
DPOGS211011	45	45
DPOGS210950	27	27
DPOGS211014	250	250
DPOGS210961	65	65
DPOGS210983	129	129
DPOGS210985	36	36
DPOGS211013	67	67
DPOGS210975	291	291
DPOGS210977	97	97
DPOGS211009	554	554
DPOGS210979	183	183
DPOGS210978	115	115
DPOGS211024	168	168
DPOGS201424	169	169
DPOGS201547	483	483
DPOGS201421	267	267
DPOGS201425	161	161
DPOGS201427	301	301
DPOGS201548	32	32
DPOGS201416	189	189
DPOGS201420	72	72
DPOGS201545	695	695
DPOGS201543	107	107
DPOGS201546	149	149
DPOGS201537	46	46
DPOGS201498	109	109
DPOGS201497	114	114
DPOGS201423	295	295
DPOGS201426	158	158
DPOGS201542	53	53
DPOGS201510	64	64
DPOGS201422	275	275
DPOGS201419	179	179
DPOGS201490	234	234
DPOGS201501	319	319
DPOGS201418	77	77
DPOGS201540	338	338
DPOGS201544	342	342
DPOGS201462	166	166
DPOGS201437	87	87
DPOGS201435	100	100
DPOGS201415	187	187
DPOGS201452	250	250
DPOGS201486	295	295
DPOGS201417	260	260
DPOGS201414	57	57
DPOGS201476	88	88
DPOGS201500	508	508
DPOGS201496	193	193
DPOGS201436	87	87
DPOGS201460	26	26
DPOGS201457	46	46
DPOGS201474	266	266
DPOGS201456	65	65
DPOGS201453	115	115
DPOGS201431	244	244
DPOGS201539	303	303
DPOGS201432	70	70
DPOGS201508	90	90
DPOGS201446	240	240
DPOGS201473	316	316
DPOGS201523	111	111
DPOGS201491	55	55
DPOGS201468	327	327
DPOGS201429	146	146
DPOGS201455	20	20
DPOGS201487	39	39
DPOGS201440	83	83
DPOGS201443	46	46
DPOGS201430	40	40
DPOGS201470	219	219
DPOGS201488	75	75
DPOGS201541	462	462
DPOGS201527	59	59
DPOGS201526	390	390
DPOGS201522	433	433
DPOGS201434	50	50
DPOGS201459	283	283
DPOGS201458	549	549
DPOGS201454	705	705
DPOGS201538	132	132
DPOGS201495	323	323
DPOGS201519	288	288
DPOGS201441	131	131
DPOGS201507	60	60
DPOGS201525	84	84
DPOGS201524	831	831
DPOGS201520	381	381
DPOGS201521	767	767
DPOGS201477	102	102
DPOGS201480	106	106
DPOGS201472	171	171
DPOGS201412	126	126
DPOGS201471	286	286
DPOGS201467	36	36
DPOGS201405	67	67
DPOGS201411	36	36
DPOGS201439	265	265
DPOGS201506	90	90
DPOGS201475	396	396
DPOGS201413	328	328
DPOGS201428	168	168
DPOGS201447	916	916
DPOGS201483	132	132
DPOGS201505	64	64
DPOGS201509	121	121
DPOGS201403	86	86
DPOGS201513	51	51
DPOGS201511	50	50
DPOGS201433	70	70
DPOGS201494	285	285
DPOGS201469	114	114
DPOGS201448	289	289
DPOGS201442	85	85
DPOGS201408	62	62
DPOGS201514	95	95
DPOGS201404	71	71
DPOGS201528	86	86
DPOGS201518	125	125
DPOGS201465	263	263
DPOGS201451	100	100
DPOGS201464	201	201
DPOGS201512	51	51
DPOGS201406	69	69
DPOGS201533	307	307
DPOGS201516	36	36
DPOGS201407	68	68
DPOGS201445	45	45
DPOGS201479	298	298
DPOGS201463	273	273
DPOGS201485	213	213
DPOGS201504	162	162
DPOGS201502	151	151
DPOGS201499	238	238
DPOGS201482	108	108
DPOGS201535	112	112
DPOGS201444	120	120
DPOGS201492	114	114
DPOGS201481	177	177
DPOGS201493	225	225
DPOGS201484	469	469
DPOGS201438	608	608
DPOGS201534	223	223
DPOGS201531	351	351
DPOGS201529	68	68
DPOGS201532	173	173
DPOGS201410	146	146
DPOGS201503	59	59
DPOGS201517	172	172
DPOGS201478	25	25
DPOGS201450	93	93
DPOGS201449	298	298
DPOGS201530	49	49
DPOGS201409	82	82
DPOGS211124	419	419
DPOGS211211	28	28
DPOGS211125	235	235
DPOGS211123	110	110
DPOGS211210	294	294
DPOGS211085	189	189
DPOGS211110	82	82
DPOGS211207	174	174
DPOGS211084	300	300
DPOGS211081	162	162
DPOGS211096	84	84
DPOGS211082	484	484
DPOGS211219	215	215
DPOGS211208	102	102
DPOGS211079	386	386
DPOGS211160	1277	1277
DPOGS211163	122	122
DPOGS211122	320	320
DPOGS211095	159	159
DPOGS211162	193	193
DPOGS211094	182	182
DPOGS211159	204	204
DPOGS211126	983	983
DPOGS211206	301	301
DPOGS211135	224	224
DPOGS211097	30	30
DPOGS211077	122	122
DPOGS211118	138	138
DPOGS211078	196	196
DPOGS211201	189	189
DPOGS211093	285	285
DPOGS211157	66	66
DPOGS211175	1941	1941
DPOGS211188	97	97
DPOGS211150	421	421
DPOGS211165	288	288
DPOGS211086	114	114
DPOGS211192	20	20
DPOGS211128	104	104
DPOGS211183	138	138
DPOGS211117	265	265
DPOGS211131	273	273
DPOGS211119	30	30
DPOGS211205	126	126
DPOGS211134	152	152
DPOGS211191	221	221
DPOGS211121	134	134
DPOGS211176	182	182
DPOGS211136	123	123
DPOGS211166	335	335
DPOGS211127	152	152
DPOGS211182	319	319
DPOGS211198	54	54
DPOGS211088	41	41
DPOGS211076	192	192
DPOGS211171	154	154
DPOGS211172	320	320
DPOGS211158	102	102
DPOGS211156	212	212
DPOGS211218	55	55
DPOGS211108	765	765
DPOGS211109	235	235
DPOGS211080	592	592
DPOGS211209	79	79
DPOGS211075	285	285
DPOGS211168	311	311
DPOGS211101	201	201
DPOGS211130	83	83
DPOGS211186	443	443
DPOGS211145	59	59
DPOGS211132	144	144
DPOGS211174	156	156
DPOGS211190	258	258
DPOGS211161	327	327
DPOGS211220	215	215
DPOGS211193	99	99
DPOGS211164	21	21
DPOGS211167	130	130
DPOGS211100	212	212
DPOGS211113	94	94
DPOGS211074	491	491
DPOGS211116	67	67
DPOGS211203	403	403
DPOGS211120	117	117
DPOGS211154	114	114
DPOGS211155	91	91
DPOGS211133	427	427
DPOGS211148	175	175
DPOGS211149	209	209
DPOGS211221	210	210
DPOGS211181	448	448
DPOGS211073	142	142
DPOGS211138	372	372
DPOGS211087	359	359
DPOGS211213	148	148
DPOGS211089	513	513
DPOGS211090	266	266
DPOGS211173	595	595
DPOGS211092	392	392
DPOGS211107	126	126
DPOGS211153	90	90
DPOGS211230	267	267
DPOGS211147	282	282
DPOGS211177	102	102
DPOGS211137	44	44
DPOGS211072	70	70
DPOGS211139	388	388
DPOGS211184	149	149
DPOGS211144	382	382
DPOGS211104	112	112
DPOGS211146	442	442
DPOGS211189	178	178
DPOGS211216	125	125
DPOGS211217	100	100
DPOGS211103	235	235
DPOGS211229	196	196
DPOGS211197	543	543
DPOGS211071	200	200
DPOGS211179	32	32
DPOGS211151	159	159
DPOGS211091	110	110
DPOGS211200	20	20
DPOGS211115	80	80
DPOGS211204	227	227
DPOGS211098	99	99
DPOGS211105	33	33
DPOGS211106	58	58
DPOGS211227	44	44
DPOGS211129	97	97
DPOGS211223	156	156
DPOGS211169	116	116
DPOGS211180	85	85
DPOGS211143	431	431
DPOGS211102	87	87
DPOGS211215	316	316
DPOGS211170	9	9
DPOGS211224	257	257
DPOGS211112	70	70
DPOGS211195	119	119
DPOGS211228	45	45
DPOGS211194	88	88
DPOGS211141	61	61
DPOGS211202	365	365
DPOGS211099	49	49
DPOGS211178	300	300
DPOGS211114	243	243
DPOGS211222	484	484
DPOGS211226	77	77
DPOGS211142	74	74
DPOGS211225	74	74
DPOGS211140	25	25
DPOGS211111	170	170
DPOGS211212	76	76
DPOGS211214	241	241
DPOGS211152	261	261
DPOGS207243	154	154
DPOGS207291	73	73
DPOGS207248	110	110
DPOGS207282	423	423
DPOGS207287	198	198
DPOGS207286	93	93
DPOGS207273	195	195
DPOGS207247	493	493
DPOGS207277	45	45
DPOGS207272	87	87
DPOGS207274	112	112
DPOGS207285	131	131
DPOGS207280	213	213
DPOGS207241	63	63
DPOGS207249	38	38
DPOGS207268	289	289
DPOGS207244	18	18
DPOGS207250	537	537
DPOGS207245	19	19
DPOGS207304	247	247
DPOGS207283	110	110
DPOGS207281	562	562
DPOGS207279	58	58
DPOGS207253	174	174
DPOGS207293	137	137
DPOGS207288	1230	1230
DPOGS207242	144	144
DPOGS207289	55	55
DPOGS207264	761	761
DPOGS207300	1335	1335
DPOGS207246	686	686
DPOGS207271	104	104
DPOGS207313	342	342
DPOGS207314	89	89
DPOGS207251	230	230
DPOGS207275	169	169
DPOGS207310	142	142
DPOGS207308	438	438
DPOGS207284	299	299
DPOGS207255	122	122
DPOGS207265	134	134
DPOGS207309	677	677
DPOGS207298	52	52
DPOGS207297	220	220
DPOGS207270	123	123
DPOGS207312	238	238
DPOGS207256	73	73
DPOGS207307	172	172
DPOGS207278	77	77
DPOGS207257	556	556
DPOGS207305	262	262
DPOGS207262	167	167
DPOGS207252	164	164
DPOGS207294	152	152
DPOGS207254	173	173
DPOGS207301	143	143
DPOGS207269	117	117
DPOGS207266	186	186
DPOGS207296	290	290
DPOGS207311	484	484
DPOGS207306	170	170
DPOGS207302	51	51
DPOGS207276	259	259
DPOGS207303	81	81
DPOGS207261	246	246
DPOGS207258	275	275
DPOGS207259	106	106
DPOGS207260	42	42
DPOGS207299	137	137
DPOGS207295	133	133
DPOGS207263	165	165
DPOGS208919	157	157
DPOGS208957	240	240
DPOGS208879	132	132
DPOGS208918	71	71
DPOGS208965	202	202
DPOGS208966	137	137
DPOGS208921	404	404
DPOGS208878	135	135
DPOGS208949	675	675
DPOGS208959	346	346
DPOGS208963	344	344
DPOGS208961	471	471
DPOGS208927	2495	2495
DPOGS208916	134	134
DPOGS208876	239	239
DPOGS208956	81	81
DPOGS208880	132	132
DPOGS208908	378	378
DPOGS208881	161	161
DPOGS208947	145	145
DPOGS208990	73	73
DPOGS208909	95	95
DPOGS208912	703	703
DPOGS208913	104	104
DPOGS208968	121	121
DPOGS208926	39	39
DPOGS208887	236	236
DPOGS208875	198	198
DPOGS208955	52	52
DPOGS208917	444	444
DPOGS208920	96	96
DPOGS208964	53	53
DPOGS208962	228	228
DPOGS208958	99	99
DPOGS208895	31	31
DPOGS208884	217	217
DPOGS208883	157	157
DPOGS208901	36	36
DPOGS208910	25	25
DPOGS208915	392	392
DPOGS208914	242	242
DPOGS208971	91	91
DPOGS208873	402	402
DPOGS208852	236	236
DPOGS208976	114	114
DPOGS208930	292	292
DPOGS208974	127	127
DPOGS208943	74	74
DPOGS208945	208	208
DPOGS208950	80	80
DPOGS208911	33	33
DPOGS208924	293	293
DPOGS208925	92	92
DPOGS208886	340	340
DPOGS208874	120	120
DPOGS208999	115	115
DPOGS208986	132	132
DPOGS208946	52	52
DPOGS208989	110	110
DPOGS208906	60	60
DPOGS208893	78	78
DPOGS208948	451	451
DPOGS208867	32	32
DPOGS208922	202	202
DPOGS208858	87	87
DPOGS208900	604	604
DPOGS208856	36	36
DPOGS208888	297	297
DPOGS208970	127	127
DPOGS208870	60	60
DPOGS208960	43	43
DPOGS208975	216	216
DPOGS208894	402	402
DPOGS208942	95	95
DPOGS208929	87	87
DPOGS208935	79	79
DPOGS208994	93	93
DPOGS208996	36	36
DPOGS208997	785	785
DPOGS208954	418	418
DPOGS208998	219	219
DPOGS208872	77	77
DPOGS208938	106	106
DPOGS208934	94	94
DPOGS208865	72	72
DPOGS208907	337	337
DPOGS208933	511	511
DPOGS208904	149	149
DPOGS208944	692	692
DPOGS208896	473	473
DPOGS208882	342	342
DPOGS208923	623	623
DPOGS208967	162	162
DPOGS208899	197	197
DPOGS208861	46	46
DPOGS208868	35	35
DPOGS208862	83	83
DPOGS208969	132	132
DPOGS208892	346	346
DPOGS208866	69	69
DPOGS208931	31	31
DPOGS208972	50	50
DPOGS208890	279	279
DPOGS208859	99	99
DPOGS208979	47	47
DPOGS208980	285	285
DPOGS208952	176	176
DPOGS208953	563	563
DPOGS208853	123	123
DPOGS208941	405	405
DPOGS208864	119	119
DPOGS208905	68	68
DPOGS208928	89	89
DPOGS208869	23	23
DPOGS208973	471	471
DPOGS208987	73	73
DPOGS208991	493	493
DPOGS208977	84	84
DPOGS208951	59	59
DPOGS208885	35	35
DPOGS208854	68	68
DPOGS208863	175	175
DPOGS208891	347	347
DPOGS208860	142	142
DPOGS208983	150	150
DPOGS208936	40	40
DPOGS208857	410	410
DPOGS208903	82	82
DPOGS208855	45	45
DPOGS208871	192	192
DPOGS208981	265	265
DPOGS208898	299	299
DPOGS208982	103	103
DPOGS208995	68	68
DPOGS208939	912	912
DPOGS208988	39	39
DPOGS208992	252	252
DPOGS208897	84	84
DPOGS208978	358	358
DPOGS208993	1618	1618
DPOGS208889	93	93
DPOGS208902	252	252
DPOGS208940	303	303
DPOGS208937	445	445
DPOGS203805	53	53
DPOGS203766	1428	1428
DPOGS203639	313	313
DPOGS203641	83	83
DPOGS203637	142	142
DPOGS203767	359	359
DPOGS203705	10	10
DPOGS203638	182	182
DPOGS203777	53	53
DPOGS203642	92	92
DPOGS203678	67	67
DPOGS203676	850	850
DPOGS203770	148	148
DPOGS203646	131	131
DPOGS203649	456	456
DPOGS203782	84	84
DPOGS203648	94	94
DPOGS203636	24	24
DPOGS203769	926	926
DPOGS203837	61	61
DPOGS203765	1375	1375
DPOGS203793	131	131
DPOGS203832	304	304
DPOGS203640	211	211
DPOGS203675	547	547
DPOGS203853	62	62
DPOGS203717	89	89
DPOGS203810	386	386
DPOGS203762	128	128
DPOGS203792	585	585
DPOGS203644	162	162
DPOGS203775	101	101
DPOGS203811	169	169
DPOGS203652	178	178
DPOGS203804	318	318
DPOGS203768	314	314
DPOGS203772	241	241
DPOGS203684	151	151
DPOGS203779	145	145
DPOGS203659	71	71
DPOGS203643	230	230
DPOGS203774	33	33
DPOGS203803	434	434
DPOGS203645	58	58
DPOGS203836	124	124
DPOGS203677	127	127
DPOGS203720	427	427
DPOGS203850	122	122
DPOGS203846	201	201
DPOGS203680	77	77
DPOGS203721	172	172
DPOGS203647	36	36
DPOGS203673	70	70
DPOGS203834	84	84
DPOGS203657	570	570
DPOGS203686	398	398
DPOGS203835	157	157
DPOGS203669	70	70
DPOGS203758	125	125
DPOGS203718	108	108
DPOGS203651	196	196
DPOGS203828	229	229
DPOGS203653	105	105
DPOGS203654	84	84
DPOGS203809	533	533
DPOGS203860	64	64
DPOGS203672	367	367
DPOGS203806	188	188
DPOGS203789	94	94
DPOGS203671	275	275
DPOGS203820	45	45
DPOGS203687	499	499
DPOGS203826	83	83
DPOGS203764	68	68
DPOGS203763	67	67
DPOGS203778	111	111
DPOGS203780	543	543
DPOGS203728	48	48
DPOGS203702	181	181
DPOGS203816	116	116
DPOGS203819	220	220
DPOGS203808	238	238
DPOGS203730	132	132
DPOGS203786	1008	1008
DPOGS203785	760	760
DPOGS203838	111	111
DPOGS203690	893	893
DPOGS203824	174	174
DPOGS203825	296	296
DPOGS203822	177	177
DPOGS203783	184	184
DPOGS203726	161	161
DPOGS203658	394	394
DPOGS203788	235	235
DPOGS203727	345	345
DPOGS203698	239	239
DPOGS203761	123	123
DPOGS203760	420	420
DPOGS203802	402	402
DPOGS203715	44	44
DPOGS203849	178	178
DPOGS203707	121	121
DPOGS203839	291	291
DPOGS203823	111	111
DPOGS203771	127	127
DPOGS203681	37	37
DPOGS203667	71	71
DPOGS203700	136	136
DPOGS203670	240	240
DPOGS203773	172	172
DPOGS203862	662	662
DPOGS203731	87	87
DPOGS203685	160	160
DPOGS203650	201	201
DPOGS203716	887	887
DPOGS203863	38	38
DPOGS203735	679	679
DPOGS203692	692	692
DPOGS203790	36	36
DPOGS203725	19	19
DPOGS203843	143	143
DPOGS203857	106	106
DPOGS203784	141	141
DPOGS203787	68	68
DPOGS203714	69	69
DPOGS203791	391	391
DPOGS203704	328	328
DPOGS203734	106	106
DPOGS203706	41	41
DPOGS203795	247	247
DPOGS203865	100	100
DPOGS203851	101	101
DPOGS203833	283	283
DPOGS203814	184	184
DPOGS203656	55	55
DPOGS203759	289	289
DPOGS203801	65	65
DPOGS203818	141	141
DPOGS203713	75	75
DPOGS203844	152	152
DPOGS203660	77	77
DPOGS203845	192	192
DPOGS203733	47	47
DPOGS203666	79	79
DPOGS203781	62	62
DPOGS203701	186	186
DPOGS203699	217	217
DPOGS203752	59	59
DPOGS203859	728	728
DPOGS203683	247	247
DPOGS203696	428	428
DPOGS203682	186	186
DPOGS203815	280	280
DPOGS203855	89	89
DPOGS203741	132	132
DPOGS203703	65	65
DPOGS203689	170	170
DPOGS203710	222	222
DPOGS203852	121	121
DPOGS203674	331	331
DPOGS203724	102	102
DPOGS203697	117	117
DPOGS203830	73	73
DPOGS203757	219	219
DPOGS203755	22	22
DPOGS203817	124	124
DPOGS203738	70	70
DPOGS203829	298	298
DPOGS203693	557	557
DPOGS203661	361	361
DPOGS203864	120	120
DPOGS203742	76	76
DPOGS203861	260	260
DPOGS203655	253	253
DPOGS203841	67	67
DPOGS203722	182	182
DPOGS203662	15	15
DPOGS203858	118	118
DPOGS203812	97	97
DPOGS203745	141	141
DPOGS203813	270	270
DPOGS203691	132	132
DPOGS203821	284	284
DPOGS203798	49	49
DPOGS203831	449	449
DPOGS203737	521	521
DPOGS203668	362	362
DPOGS203754	157	157
DPOGS203840	124	124
DPOGS203688	83	83
DPOGS203736	25	25
DPOGS203732	79	79
DPOGS203856	348	348
DPOGS203695	80	80
DPOGS203797	250	250
DPOGS203723	26	26
DPOGS203749	43	43
DPOGS203842	57	57
DPOGS203740	488	488
DPOGS203751	89	89
DPOGS203664	252	252
DPOGS203719	355	355
DPOGS203750	26	26
DPOGS203665	167	167
DPOGS203796	463	463
DPOGS203748	70	70
DPOGS203712	514	514
DPOGS203747	135	135
DPOGS203663	9	9
DPOGS203739	59	59
DPOGS203744	55	55
DPOGS203711	689	689
DPOGS211864	34	34
DPOGS211946	277	277
DPOGS211875	283	283
DPOGS211904	47	47
DPOGS211902	264	264
DPOGS211845	176	176
DPOGS211862	45	45
DPOGS211903	262	262
DPOGS211947	213	213
DPOGS211945	103	103
DPOGS211863	210	210
DPOGS211888	357	357
DPOGS211913	122	122
DPOGS211928	100	100
DPOGS211844	37	37
DPOGS211937	36	36
DPOGS211861	158	158
DPOGS211874	459	459
DPOGS211929	155	155
DPOGS211905	204	204
DPOGS211858	127	127
DPOGS211960	404	404
DPOGS211860	56	56
DPOGS211859	142	142
DPOGS211958	489	489
DPOGS211899	379	379
DPOGS211927	90	90
DPOGS211901	263	263
DPOGS211843	297	297
DPOGS211976	166	166
DPOGS211847	60	60
DPOGS211957	39	39
DPOGS211876	384	384
DPOGS211872	80	80
DPOGS211873	231	231
DPOGS211935	56	56
DPOGS211956	143	143
DPOGS211975	285	285
DPOGS211900	229	229
DPOGS211944	958	958
DPOGS211914	205	205
DPOGS211912	62	62
DPOGS211924	53	53
DPOGS211939	546	546
DPOGS211950	250	250
DPOGS211889	46	46
DPOGS211942	221	221
DPOGS211911	106	106
DPOGS211871	144	144
DPOGS211941	401	401
DPOGS211948	177	177
DPOGS211857	320	320
DPOGS211887	94	94
DPOGS211943	590	590
DPOGS211885	182	182
DPOGS211910	76	76
DPOGS211850	198	198
DPOGS211949	107	107
DPOGS211974	161	161
DPOGS211978	28	28
DPOGS211867	322	322
DPOGS211967	280	280
DPOGS211870	277	277
DPOGS211938	29	29
DPOGS211886	93	93
DPOGS211934	322	322
DPOGS211926	258	258
DPOGS211866	86	86
DPOGS211915	243	243
DPOGS211962	1989	1989
DPOGS211979	149	149
DPOGS211892	128	128
DPOGS211898	368	368
DPOGS211923	84	84
DPOGS211893	181	181
DPOGS211881	568	568
DPOGS211869	177	177
DPOGS211954	248	248
DPOGS211973	185	185
DPOGS211963	279	279
DPOGS211906	203	203
DPOGS211897	52	52
DPOGS211846	58	58
DPOGS211909	103	103
DPOGS211868	141	141
DPOGS211884	119	119
DPOGS211896	127	127
DPOGS211972	59	59
DPOGS211930	405	405
DPOGS211918	220	220
DPOGS211925	83	83
DPOGS211959	41	41
DPOGS211966	60	60
DPOGS211883	775	775
DPOGS211907	164	164
DPOGS211965	108	108
DPOGS211894	70	70
DPOGS211852	261	261
DPOGS211952	154	154
DPOGS211936	33	33
DPOGS211853	211	211
DPOGS211865	214	214
DPOGS211931	230	230
DPOGS211851	408	408
DPOGS211953	149	149
DPOGS211882	261	261
DPOGS211854	319	319
DPOGS211922	59	59
DPOGS211916	263	263
DPOGS211848	82	82
DPOGS211921	196	196
DPOGS211917	110	110
DPOGS211895	27	27
DPOGS211880	104	104
DPOGS211964	65	65
DPOGS211951	335	335
DPOGS211920	231	231
DPOGS211980	48	48
DPOGS211908	70	70
DPOGS211981	176	176
DPOGS211877	96	96
DPOGS211961	412	412
DPOGS211891	388	388
DPOGS211890	65	65
DPOGS211879	118	118
DPOGS211982	70	70
DPOGS211878	162	162
DPOGS211919	52	52
DPOGS211933	34	34
DPOGS211977	64	64
DPOGS210689	175	175
DPOGS210707	177	177
DPOGS210691	276	276
DPOGS210735	226	226
DPOGS210744	65	65
DPOGS210703	100	100
DPOGS210720	405	405
DPOGS210692	73	73
DPOGS210746	57	57
DPOGS210674	46	46
DPOGS210704	265	265
DPOGS210733	109	109
DPOGS210743	913	913
DPOGS210761	29	29
DPOGS210688	64	64
DPOGS210690	794	794
DPOGS210745	168	168
DPOGS210670	19	19
DPOGS210679	93	93
DPOGS210734	134	134
DPOGS210701	13	13
DPOGS210718	494	494
DPOGS210730	378	378
DPOGS210673	38	38
DPOGS210742	190	190
DPOGS210686	71	71
DPOGS210759	303	303
DPOGS210719	30	30
DPOGS210736	199	199
DPOGS210675	21	21
DPOGS210729	142	142
DPOGS210702	275	275
DPOGS210667	214	214
DPOGS210678	96	96
DPOGS210732	287	287
DPOGS210731	44	44
DPOGS210699	27	27
DPOGS210684	177	177
DPOGS210685	136	136
DPOGS210696	388	388
DPOGS210671	271	271
DPOGS210687	71	71
DPOGS210716	310	310
DPOGS210672	158	158
DPOGS210700	275	275
DPOGS210712	78	78
DPOGS210676	286	286
DPOGS210677	14	14
DPOGS210717	50	50
DPOGS210738	83	83
DPOGS210711	362	362
DPOGS210753	278	278
DPOGS210669	835	835
DPOGS210755	268	268
DPOGS210697	83	83
DPOGS210741	156	156
DPOGS210757	136	136
DPOGS210715	1437	1437
DPOGS210680	203	203
DPOGS210760	64	64
DPOGS210758	27	27
DPOGS210737	62	62
DPOGS210739	218	218
DPOGS210727	74	74
DPOGS210726	898	898
DPOGS210728	580	580
DPOGS210748	48	48
DPOGS210714	170	170
DPOGS210723	130	130
DPOGS210698	45	45
DPOGS210740	36	36
DPOGS210754	111	111
DPOGS210693	392	392
DPOGS210695	23	23
DPOGS210713	151	151
DPOGS210751	603	603
DPOGS210752	108	108
DPOGS210708	321	321
DPOGS210710	98	98
DPOGS210747	262	262
DPOGS210724	258	258
DPOGS210681	220	220
DPOGS210722	481	481
DPOGS210682	15	15
DPOGS210750	59	59
DPOGS210709	116	116
DPOGS210721	198	198
DPOGS210749	112	112
DPOGS210725	101	101
DPOGS214085	383	383
DPOGS214084	294	294
DPOGS214156	49	49
DPOGS214082	45	45
DPOGS214154	68	68
