gene.id	total_sites	non-NA_sites
DPOGS203801	6820	6820
DPOGS203802	6707	6707
DPOGS203804	8328	8328
DPOGS203806	3841	3841
DPOGS203809	9906	9906
DPOGS203810	6998	6998
DPOGS203812	5441	5441
DPOGS203813	5469	5469
DPOGS203814	5857	5857
DPOGS203815	7122	7122
DPOGS203824	5253	5253
DPOGS203825	3411	3411
DPOGS203829	7186	7186
DPOGS203830	3086	3086
DPOGS203831	6699	6699
DPOGS203832	5095	5095
DPOGS203833	4497	4497
DPOGS203835	5962	5962
DPOGS203836	5216	5216
DPOGS203837	5689	5689
DPOGS203839	7593	7593
DPOGS203843	3287	3287
DPOGS203850	3721	3721
DPOGS203851	12213	12213
DPOGS203857	2942	2942
DPOGS203859	6115	6115
DPOGS203861	8243	8243
DPOGS203862	11363	11363
DPOGS203866	1000	1000
DPOGS203867	9031	9031
DPOGS203868	5044	5044
DPOGS203869	1825	1825
DPOGS203870	7105	7105
DPOGS203871	1209	1209
DPOGS203873	165	165
DPOGS203876	1530	1530
DPOGS203878	2135	2135
DPOGS203880	2210	2210
DPOGS203881	1729	1729
DPOGS203882	14337	14337
DPOGS203885	9919	9919
DPOGS203886	303	303
DPOGS203888	3955	3955
DPOGS203889	1722	1722
DPOGS203895	204	204
DPOGS203896	753	753
DPOGS203897	439	439
DPOGS203999	105	105
DPOGS204005	4911	4911
DPOGS204007	10193	10193
DPOGS204009	255	255
DPOGS204010	5784	5784
DPOGS204011	195	195
DPOGS204012	183	183
DPOGS204014	1692	1692
DPOGS204016	3345	3345
DPOGS204017	2062	2062
DPOGS204024	3928	3928
DPOGS204028	1801	1801
DPOGS204030	1605	1605
DPOGS204031	2478	2478
DPOGS204032	2754	2754
DPOGS204033	2384	2384
DPOGS204036	2920	2920
DPOGS204038	5166	5166
DPOGS204043	1414	1414
DPOGS204045	3333	3333
DPOGS204048	2324	2324
DPOGS204051	2779	2779
DPOGS204063	1665	1665
DPOGS204065	1064	1064
DPOGS204074	324	324
DPOGS204075	1758	1758
DPOGS204079	303	303
DPOGS204080	792	792
DPOGS204086	3331	3331
DPOGS204089	2873	2873
DPOGS204090	2814	2814
DPOGS204093	816	816
DPOGS204095	4034	4034
DPOGS204143	234	234
DPOGS204144	2503	2503
DPOGS204146	5062	5062
DPOGS204147	6656	6656
DPOGS204148	2906	2906
DPOGS204153	2214	2214
DPOGS204154	2428	2428
DPOGS204155	6285	6285
DPOGS204156	5914	5914
DPOGS204159	6897	6897
DPOGS204161	2505	2505
DPOGS204162	1498	1498
DPOGS204163	4432	4432
DPOGS204164	5312	5312
DPOGS204167	2813	2813
DPOGS204168	10260	10260
DPOGS204169	2096	2096
DPOGS204170	2198	2198
DPOGS204172	1981	1981
DPOGS204174	4572	4572
DPOGS204176	2879	2879
DPOGS204178	11568	11568
DPOGS204179	4447	4447
DPOGS204181	7097	7097
DPOGS204183	5169	5169
DPOGS204184	2397	2397
DPOGS204187	3543	3543
DPOGS204190	6050	6050
DPOGS204191	2559	2559
DPOGS204194	7962	7962
DPOGS204195	3944	3944
DPOGS204199	1737	1737
DPOGS204200	6248	6248
DPOGS204202	1950	1950
DPOGS204203	1795	1795
DPOGS204210	216	216
DPOGS204211	672	672
DPOGS204212	1688	1688
DPOGS204217	4786	4786
DPOGS204220	9233	9233
DPOGS204222	5307	5307
DPOGS204227	3766	3766
DPOGS204228	3513	3513
DPOGS204229	4257	4257
DPOGS204230	4480	4480
DPOGS204231	3225	3225
DPOGS204236	4722	4722
DPOGS204238	6776	6776
DPOGS204239	4252	4252
DPOGS204248	2891	2891
DPOGS204253	3182	3182
DPOGS204255	2715	2715
DPOGS204260	2725	2725
DPOGS204262	3926	3926
DPOGS204276	4436	4436
DPOGS204278	5673	5673
DPOGS204279	5376	5376
DPOGS204284	8565	8565
DPOGS204288	6394	6394
DPOGS204290	2873	2873
DPOGS204293	4372	4372
DPOGS204294	7827	7827
DPOGS204296	7211	7211
DPOGS204297	3497	3497
DPOGS204300	3734	3734
DPOGS204301	5879	5879
DPOGS204303	5892	5892
DPOGS204306	6906	6906
DPOGS204308	7322	7322
DPOGS204311	4652	4652
DPOGS204314	3990	3990
DPOGS204316	6751	6751
