gene.id	total_sites	non-NA_sites
DPOGS200575	226	226
DPOGS200663	135	135
DPOGS200664	147	147
DPOGS200666	357	357
DPOGS200667	96	96
DPOGS200693	247	247
DPOGS200698	290	290
DPOGS200699	886	886
DPOGS200762	591	591
DPOGS200763	94	94
DPOGS200764	617	617
DPOGS200765	1063	1063
DPOGS200766	291	291
DPOGS200769	347	347
DPOGS200770	302	302
DPOGS200771	1830	1830
DPOGS200773	336	336
DPOGS200793	236	236
DPOGS200815	116	116
DPOGS200879	394	394
DPOGS200880	201	201
DPOGS200883	1261	1261
DPOGS200884	339	339
DPOGS200885	263	263
DPOGS200886	193	193
DPOGS200946	1495	1495
DPOGS200949	710	710
DPOGS200950	889	889
DPOGS200953	369	369
DPOGS200962	185	185
DPOGS200964	114	114
DPOGS200972	793	793
DPOGS200973	439	439
DPOGS200976	680	680
DPOGS200977	1110	1110
DPOGS200984	828	828
DPOGS200986	422	422
DPOGS200987	564	564
DPOGS200988	890	890
DPOGS200992	1468	1468
DPOGS200995	2323	2323
DPOGS200996	439	439
DPOGS200997	557	557
DPOGS200998	518	518
DPOGS201008	728	728
DPOGS201010	695	695
DPOGS201014	594	594
DPOGS201015	1053	1053
DPOGS201020	327	327
DPOGS201026	368	368
DPOGS201053	759	759
DPOGS201099	242	242
DPOGS201128	341	341
DPOGS201210	401	401
DPOGS201214	160	160
DPOGS201215	190	190
DPOGS201217	151	151
DPOGS201218	133	133
DPOGS201219	245	245
DPOGS201268	59	59
DPOGS201272	479	479
DPOGS201274	298	298
DPOGS201405	290	290
DPOGS201407	244	244
DPOGS201409	397	397
DPOGS201410	542	542
DPOGS201411	141	141
DPOGS201412	514	514
DPOGS201414	199	199
DPOGS201416	889	889
DPOGS201420	335	335
DPOGS201426	761	761
DPOGS201428	653	653
DPOGS201429	459	459
DPOGS201430	140	140
DPOGS201432	287	287
DPOGS201433	287	287
DPOGS201434	279	279
DPOGS201435	453	453
DPOGS201437	497	497
DPOGS201440	425	425
DPOGS201442	317	317
DPOGS201443	176	176
DPOGS201444	391	391
DPOGS201453	574	574
DPOGS201456	318	318
DPOGS201469	689	689
DPOGS201472	650	650
DPOGS201476	461	461
DPOGS201477	497	497
DPOGS201482	447	447
DPOGS201491	245	245
DPOGS201503	280	280
DPOGS201505	242	242
DPOGS201508	271	271
DPOGS201510	263	263
DPOGS201511	469	469
DPOGS201513	219	219
DPOGS201523	573	573
DPOGS201530	199	199
DPOGS201539	1007	1007
DPOGS201542	212	212
DPOGS201548	209	209
DPOGS201580	243	243
DPOGS201582	5097	5097
DPOGS201584	777	777
DPOGS201586	294	294
DPOGS201588	234	234
DPOGS201589	1420	1420
DPOGS201590	944	944
DPOGS201591	513	513
DPOGS201594	989	989
DPOGS201595	2020	2020
DPOGS201596	316	316
DPOGS201597	2365	2365
DPOGS201599	489	489
DPOGS201600	1578	1578
DPOGS201603	1565	1565
DPOGS201604	771	771
DPOGS201605	2060	2060
DPOGS201606	739	739
DPOGS201609	334	334
DPOGS201612	767	767
DPOGS201613	457	457
DPOGS201614	468	468
DPOGS201618	3549	3549
DPOGS201628	1728	1728
DPOGS201629	127	127
DPOGS201630	885	885
DPOGS201632	376	376
DPOGS201634	571	571
DPOGS201635	326	326
DPOGS201636	582	582
DPOGS201660	1317	1317
DPOGS201663	1324	1324
DPOGS201666	357	357
DPOGS201668	1547	1547
DPOGS201669	750	750
DPOGS201670	1004	1004
DPOGS201672	771	771
DPOGS201674	1231	1231
DPOGS201677	364	364
DPOGS201678	726	726
DPOGS201680	2636	2636
DPOGS201682	185	185
DPOGS201683	591	591
DPOGS201685	955	955
DPOGS201687	256	256
DPOGS201694	374	374
DPOGS201699	114	114
DPOGS201707	349	349
DPOGS201726	480	480
DPOGS201728	1954	1954
DPOGS201730	221	221
DPOGS201735	979	979
DPOGS201736	787	787
DPOGS201767	190	190
DPOGS201768	168	168
DPOGS201769	146	146
DPOGS201825	360	360
DPOGS201826	1320	1320
DPOGS201945	1093	1093
DPOGS201956	1095	1095
DPOGS201957	1259	1259
DPOGS201958	1968	1968
DPOGS201959	954	954
DPOGS201962	3384	3384
DPOGS201965	2583	2583
DPOGS201966	1424	1424
DPOGS201969	1197	1197
DPOGS201984	1007	1007
DPOGS201985	886	886
DPOGS201988	447	447
DPOGS201993	1290	1290
DPOGS201994	1656	1656
DPOGS201998	2627	2627
DPOGS202076	1016	1016
DPOGS202077	1018	1018
DPOGS202078	670	670
DPOGS202079	808	808
DPOGS202080	335	335
DPOGS202081	2653	2653
DPOGS202082	644	644
DPOGS202083	413	413
DPOGS202087	299	299
DPOGS202088	369	369
DPOGS202089	237	237
DPOGS202093	2220	2220
DPOGS202094	2296	2296
DPOGS202104	945	945
DPOGS202110	1286	1286
DPOGS202114	3309	3309
DPOGS202118	1960	1960
DPOGS202125	1321	1321
DPOGS202128	932	932
DPOGS202133	231	231
DPOGS202147	900	900
DPOGS202152	1466	1466
DPOGS202153	433	433
DPOGS202154	1325	1325
DPOGS202157	951	951
DPOGS202161	1049	1049
DPOGS202163	253	253
DPOGS202165	1268	1268
DPOGS202167	3146	3146
DPOGS202176	2007	2007
DPOGS202177	1941	1941
DPOGS202178	792	792
DPOGS202179	811	811
DPOGS202184	124	124
DPOGS202238	108	108
DPOGS202239	1539	1539
DPOGS202242	603	603
DPOGS202244	1597	1597
DPOGS202245	550	550
DPOGS202248	1396	1396
DPOGS202249	1221	1221
DPOGS202250	828	828
DPOGS202251	477	477
DPOGS202252	1581	1581
DPOGS202255	861	861
DPOGS202256	726	726
DPOGS202258	889	889
DPOGS202262	500	500
DPOGS202263	622	622
DPOGS202265	1155	1155
DPOGS202266	668	668
DPOGS202267	113	113
DPOGS202269	788	788
DPOGS202272	721	721
DPOGS202274	694	694
DPOGS202280	2267	2267
DPOGS202281	773	773
DPOGS202282	1236	1236
DPOGS202292	982	982
DPOGS202293	361	361
DPOGS202303	794	794
DPOGS202307	514	514
DPOGS202309	1520	1520
DPOGS202313	1997	1997
DPOGS202317	537	537
DPOGS202320	1454	1454
DPOGS202321	1095	1095
DPOGS202322	1162	1162
DPOGS202324	655	655
DPOGS202326	582	582
DPOGS202328	1024	1024
DPOGS202329	804	804
DPOGS202332	1000	1000
DPOGS202333	1673	1673
DPOGS202336	1065	1065
DPOGS202338	739	739
DPOGS202340	1184	1184
DPOGS202345	142	142
DPOGS202346	96	96
DPOGS202349	617	617
DPOGS202351	1095	1095
DPOGS202353	617	617
DPOGS202354	465	465
DPOGS202356	391	391
DPOGS202358	710	710
DPOGS202363	1215	1215
DPOGS202364	371	371
DPOGS202366	476	476
DPOGS202368	752	752
DPOGS202376	179	179
DPOGS202380	200	200
DPOGS202381	212	212
DPOGS202382	547	547
DPOGS202384	230	230
DPOGS202386	799	799
DPOGS202387	853	853
DPOGS202389	131	131
DPOGS202390	1153	1153
DPOGS202391	569	569
DPOGS202393	167	167
DPOGS202395	693	693
DPOGS202396	845	845
DPOGS202397	2527	2527
DPOGS202398	302	302
DPOGS202401	1149	1149
DPOGS202404	249	249
DPOGS202409	1222	1222
DPOGS202412	972	972
DPOGS202435	512	512
DPOGS202474	1438	1438
DPOGS202477	523	523
DPOGS202478	186	186
DPOGS202479	99	99
DPOGS202480	1404	1404
DPOGS202481	286	286
DPOGS202482	498	498
DPOGS202483	133	133
DPOGS202484	96	96
DPOGS202485	1470	1470
DPOGS202489	245	245
DPOGS202541	391	391
DPOGS202545	149	149
DPOGS202547	302	302
DPOGS202549	167	167
DPOGS202550	96	96
DPOGS202553	215	215
DPOGS202554	128	128
DPOGS202555	542	542
DPOGS202556	485	485
DPOGS202561	960	960
DPOGS202562	752	752
DPOGS202564	1020	1020
DPOGS202565	385	385
DPOGS202566	214	214
DPOGS202569	992	992
DPOGS202571	147	147
DPOGS202572	262	262
DPOGS202574	312	312
DPOGS202579	285	285
DPOGS202581	320	320
DPOGS202582	169	169
DPOGS202583	139	139
DPOGS202585	819	819
DPOGS202587	1072	1072
DPOGS202592	903	903
DPOGS202595	2566	2566
DPOGS202597	136	136
DPOGS202599	490	490
DPOGS202600	2165	2165
DPOGS202601	661	661
DPOGS202602	1702	1702
DPOGS202604	174	174
DPOGS202607	1116	1116
DPOGS202611	521	521
DPOGS202617	399	399
DPOGS202618	492	492
DPOGS202622	430	430
DPOGS202626	1468	1468
DPOGS202640	977	977
DPOGS202644	937	937
DPOGS202646	163	163
DPOGS202647	875	875
DPOGS202650	2335	2335
DPOGS202657	2907	2907
DPOGS202658	776	776
DPOGS202662	950	950
DPOGS202665	2596	2596
DPOGS202671	997	997
DPOGS202674	572	572
DPOGS202676	939	939
DPOGS202677	690	690
DPOGS202680	639	639
DPOGS202683	779	779
DPOGS202684	290	290
DPOGS202685	2421	2421
DPOGS202686	1190	1190
DPOGS202689	1334	1334
DPOGS202692	585	585
DPOGS202697	382	382
DPOGS202700	958	958
DPOGS202701	572	572
DPOGS202703	1141	1141
DPOGS202704	374	374
DPOGS202744	869	869
DPOGS202745	143	143
DPOGS202746	265	265
DPOGS202747	670	670
DPOGS202749	256	256
DPOGS202763	207	207
DPOGS202774	1798	1798
DPOGS202775	1143	1143
DPOGS202779	1010	1010
DPOGS202785	1462	1462
DPOGS202787	1280	1280
DPOGS202794	4635	4635
DPOGS202795	3862	3862
DPOGS202796	894	894
DPOGS202797	1358	1358
DPOGS202798	204	204
DPOGS202799	1180	1180
DPOGS202801	105	105
DPOGS202802	1373	1373
DPOGS202806	5305	5305
DPOGS202807	1748	1748
DPOGS202808	840	840
DPOGS202810	884	884
DPOGS202817	1246	1246
DPOGS202822	1188	1188
DPOGS202826	962	962
DPOGS202827	808	808
DPOGS202835	2574	2574
DPOGS202836	1521	1521
DPOGS202840	565	565
DPOGS202841	680	680
DPOGS202846	1008	1008
DPOGS202855	236	236
DPOGS202862	723	723
DPOGS202868	1219	1219
DPOGS202873	311	311
DPOGS202875	1694	1694
DPOGS202877	629	629
DPOGS202881	633	633
DPOGS202884	1318	1318
DPOGS202885	446	446
DPOGS202887	146	146
DPOGS202888	85	85
DPOGS202891	131	131
DPOGS202892	380	380
DPOGS202893	371	371
DPOGS202899	1360	1360
DPOGS202901	3243	3243
DPOGS202903	2266	2266
DPOGS202904	1276	1276
DPOGS202907	1619	1619
DPOGS202910	3149	3149
DPOGS202911	280	280
DPOGS202912	3492	3492
DPOGS202916	532	532
DPOGS202917	322	322
DPOGS202919	604	604
DPOGS202921	130	130
DPOGS202924	449	449
DPOGS202937	1142	1142
DPOGS202940	857	857
DPOGS202941	196	196
DPOGS202942	126	126
DPOGS202945	1335	1335
DPOGS202946	531	531
DPOGS202947	530	530
DPOGS202948	885	885
DPOGS202949	822	822
DPOGS202950	162	162
DPOGS202954	274	274
DPOGS202955	132	132
DPOGS202956	243	243
DPOGS202958	1045	1045
DPOGS202959	395	395
DPOGS202961	1053	1053
DPOGS202962	797	797
DPOGS202963	2395	2395
DPOGS202964	307	307
DPOGS202965	226	226
DPOGS202967	538	538
DPOGS202968	280	280
DPOGS202972	345	345
DPOGS202973	564	564
DPOGS203040	1983	1983
DPOGS203057	452	452
DPOGS203058	183	183
DPOGS203060	848	848
DPOGS203061	277	277
DPOGS203062	549	549
DPOGS203063	625	625
DPOGS203064	166	166
DPOGS203065	182	182
DPOGS203068	407	407
DPOGS203069	492	492
DPOGS203070	1390	1390
DPOGS203071	608	608
DPOGS203072	396	396
DPOGS203073	733	733
DPOGS203075	170	170
DPOGS203076	678	678
DPOGS203077	573	573
DPOGS203080	359	359
DPOGS203083	148	148
DPOGS203084	290	290
DPOGS203094	565	565
DPOGS203095	606	606
DPOGS203096	1456	1456
DPOGS203097	2355	2355
DPOGS203099	943	943
DPOGS203100	639	639
DPOGS203101	785	785
DPOGS203103	877	877
DPOGS203106	791	791
DPOGS203109	538	538
DPOGS203135	1340	1340
DPOGS203136	712	712
DPOGS203137	989	989
DPOGS203140	1062	1062
DPOGS203142	729	729
DPOGS203143	434	434
DPOGS203147	453	453
DPOGS203149	556	556
DPOGS203152	205	205
DPOGS203153	712	712
DPOGS203155	2427	2427
DPOGS203162	2200	2200
DPOGS203163	2036	2036
DPOGS203165	315	315
DPOGS203167	720	720
DPOGS203168	932	932
DPOGS203170	688	688
DPOGS203173	830	830
DPOGS203178	1282	1282
DPOGS203179	2029	2029
DPOGS203180	636	636
DPOGS203181	420	420
DPOGS203182	962	962
DPOGS203183	513	513
DPOGS203184	639	639
DPOGS203185	2135	2135
DPOGS203186	2055	2055
DPOGS203187	973	973
DPOGS203188	562	562
DPOGS203189	484	484
DPOGS203191	1236	1236
DPOGS203195	318	318
DPOGS203196	733	733
DPOGS203197	488	488
DPOGS203198	2034	2034
DPOGS203199	97	97
DPOGS203200	2415	2415
DPOGS203202	1469	1469
DPOGS203203	1192	1192
DPOGS203205	171	171
DPOGS203206	860	860
DPOGS203207	1620	1620
DPOGS203208	595	595
DPOGS203210	1043	1043
DPOGS203211	758	758
DPOGS203216	1176	1176
DPOGS203217	1065	1065
DPOGS203219	1869	1869
DPOGS203221	1008	1008
DPOGS203222	1149	1149
DPOGS203226	1421	1421
DPOGS203227	1578	1578
DPOGS203228	973	973
DPOGS203229	795	795
DPOGS203230	1162	1162
DPOGS203232	959	959
DPOGS203233	1051	1051
DPOGS203420	457	457
DPOGS203421	128	128
DPOGS203424	302	302
DPOGS203425	262	262
DPOGS203433	279	279
DPOGS203437	2350	2350
DPOGS203438	1381	1381
DPOGS203439	3232	3232
DPOGS203440	996	996
DPOGS203443	1247	1247
DPOGS203448	408	408
DPOGS203451	510	510
DPOGS203452	148	148
DPOGS203454	1270	1270
DPOGS203460	390	390
DPOGS203461	383	383
DPOGS203462	195	195
DPOGS203463	70	70
DPOGS203465	466	466
DPOGS203466	271	271
DPOGS203467	877	877
DPOGS203468	170	170
DPOGS203469	276	276
DPOGS203471	596	596
DPOGS203473	205	205
DPOGS203474	180	180
DPOGS203582	435	435
DPOGS203638	840	840
DPOGS203639	1385	1385
DPOGS203641	275	275
DPOGS203649	1843	1843
DPOGS203650	991	991
DPOGS203651	864	864
DPOGS203654	386	386
DPOGS203655	976	976
DPOGS203657	2626	2626
DPOGS203661	1575	1575
DPOGS203664	1027	1027
DPOGS203670	1106	1106
DPOGS203671	1538	1538
DPOGS203672	1362	1362
DPOGS203674	1341	1341
DPOGS203675	2089	2089
DPOGS203683	1036	1036
DPOGS203686	1710	1710
DPOGS203687	1994	1994
DPOGS203690	3705	3705
DPOGS203696	1453	1453
DPOGS203701	915	915
DPOGS203702	792	792
DPOGS203704	1805	1805
DPOGS203710	949	949
DPOGS203711	3483	3483
DPOGS203712	2105	2105
DPOGS203713	355	355
DPOGS203719	1661	1661
DPOGS203720	2045	2045
DPOGS203721	760	760
DPOGS203726	685	685
DPOGS203727	1307	1307
DPOGS203731	374	374
DPOGS203734	462	462
DPOGS203740	2098	2098
DPOGS203741	584	584
DPOGS203747	750	750
DPOGS203750	154	154
DPOGS203751	546	546
DPOGS203752	353	353
DPOGS203758	574	574
DPOGS203759	1125	1125
DPOGS203767	1767	1767
DPOGS203768	1091	1091
DPOGS203770	614	614
DPOGS203772	1178	1178
DPOGS203775	522	522
DPOGS203785	4144	4144
DPOGS203788	1043	1043
DPOGS203791	1650	1650
DPOGS203792	3095	3095
DPOGS203796	2483	2483
DPOGS203797	1303	1303
DPOGS203798	269	269
DPOGS203801	273	273
DPOGS203802	1565	1565
DPOGS203804	1337	1337
DPOGS203806	864	864
DPOGS203809	2139	2139
DPOGS203810	1625	1625
DPOGS203812	308	308
DPOGS203814	1119	1119
DPOGS203815	1128	1128
DPOGS203824	1040	1040
DPOGS203825	1250	1250
DPOGS203829	1473	1473
DPOGS203830	395	395
DPOGS203831	1988	1988
DPOGS203832	1233	1233
DPOGS203833	1094	1094
DPOGS203835	963	963
DPOGS203836	581	581
DPOGS203837	189	189
DPOGS203839	1169	1169
DPOGS203843	714	714
DPOGS203850	755	755
DPOGS203851	426	426
DPOGS203857	326	326
DPOGS203859	3848	3848
DPOGS203861	1488	1488
DPOGS203862	3801	3801
DPOGS203866	329	329
DPOGS203867	1332	1332
DPOGS203868	899	899
DPOGS203870	1661	1661
DPOGS203871	564	564
DPOGS203873	105	105
DPOGS203876	995	995
DPOGS203878	491	491
DPOGS203880	436	436
DPOGS203881	839	839
DPOGS203882	2625	2625
DPOGS203885	696	696
DPOGS203886	188	188
DPOGS203888	587	587
DPOGS203889	529	529
DPOGS203896	482	482
DPOGS203897	226	226
DPOGS203999	67	67
DPOGS204005	1035	1035
DPOGS204007	158	158
DPOGS204009	160	160
DPOGS204010	576	576
DPOGS204011	121	121
DPOGS204012	118	118
DPOGS204014	406	406
DPOGS204016	386	386
DPOGS204017	1042	1042
DPOGS204024	672	672
DPOGS204030	357	357
DPOGS204032	368	368
DPOGS204033	821	821
DPOGS204036	811	811
DPOGS204038	1348	1348
DPOGS204043	477	477
DPOGS204045	1530	1530
DPOGS204048	893	893
DPOGS204051	294	294
DPOGS204063	396	396
DPOGS204065	545	545
DPOGS204074	203	203
DPOGS204079	194	194
DPOGS204080	503	503
DPOGS204086	875	875
DPOGS204089	697	697
DPOGS204090	601	601
DPOGS204093	222	222
DPOGS204095	744	744
DPOGS204143	146	146
DPOGS204144	441	441
DPOGS204146	769	769
DPOGS204147	959	959
DPOGS204148	653	653
DPOGS204153	1425	1425
DPOGS204155	1516	1516
DPOGS204156	1339	1339
DPOGS204159	844	844
DPOGS204161	654	654
DPOGS204162	352	352
DPOGS204163	1061	1061
DPOGS204164	712	712
DPOGS204167	1729	1729
DPOGS204169	455	455
DPOGS204170	649	649
DPOGS204172	1047	1047
DPOGS204174	650	650
DPOGS204176	449	449
DPOGS204178	2859	2859
DPOGS204179	402	402
DPOGS204181	1355	1355
DPOGS204183	840	840
DPOGS204184	719	719
DPOGS204187	2230	2230
DPOGS204190	2866	2866
DPOGS204194	905	905
DPOGS204195	518	518
DPOGS204199	304	304
DPOGS204200	1132	1132
DPOGS204202	638	638
DPOGS204203	379	379
DPOGS204210	141	141
DPOGS204211	335	335
DPOGS204212	597	597
DPOGS204217	1274	1274
DPOGS204220	390	390
DPOGS204222	878	878
DPOGS204227	708	708
DPOGS204228	1047	1047
DPOGS204229	1118	1118
DPOGS204230	1508	1508
DPOGS204231	837	837
DPOGS204236	1254	1254
DPOGS204238	2687	2687
DPOGS204239	1109	1109
DPOGS204248	537	537
DPOGS204253	461	461
DPOGS204255	418	418
DPOGS204260	851	851
DPOGS204262	683	683
DPOGS204276	474	474
DPOGS204278	1440	1440
DPOGS204279	1307	1307
DPOGS204284	1826	1826
DPOGS204288	496	496
DPOGS204290	1673	1673
DPOGS204293	1011	1011
DPOGS204294	2007	2007
DPOGS204296	1734	1734
DPOGS204297	1817	1817
DPOGS204300	1181	1181
DPOGS204303	1244	1244
DPOGS204308	1226	1226
DPOGS204311	1151	1151
DPOGS204314	326	326
DPOGS204316	967	967
DPOGS204318	1382	1382
DPOGS204321	171	171
DPOGS204378	617	617
DPOGS204381	1987	1987
DPOGS204383	959	959
DPOGS204387	338	338
DPOGS204388	1009	1009
DPOGS204390	1173	1173
DPOGS204393	522	522
DPOGS204399	1027	1027
DPOGS204402	162	162
DPOGS204404	147	147
DPOGS204406	2358	2358
DPOGS204407	117	117
DPOGS204409	488	488
DPOGS204410	832	832
DPOGS204412	1033	1033
DPOGS204414	1153	1153
DPOGS204415	736	736
DPOGS204418	605	605
DPOGS204420	924	924
DPOGS204423	1238	1238
DPOGS204424	204	204
DPOGS204429	810	810
DPOGS204430	1378	1378
DPOGS204431	852	852
DPOGS204433	1069	1069
DPOGS204434	247	247
DPOGS204437	730	730
DPOGS204440	913	913
DPOGS204443	1109	1109
DPOGS204444	431	431
DPOGS204445	624	624
DPOGS204448	446	446
DPOGS204450	753	753
DPOGS204453	1901	1901
DPOGS204454	258	258
DPOGS204455	823	823
DPOGS204456	913	913
DPOGS204457	1763	1763
DPOGS204458	1696	1696
DPOGS204459	722	722
DPOGS204460	741	741
DPOGS204461	902	902
DPOGS204462	121	121
DPOGS204463	994	994
DPOGS204466	1990	1990
DPOGS204467	684	684
DPOGS204468	1168	1168
DPOGS204472	904	904
DPOGS204473	297	297
DPOGS204474	181	181
DPOGS204475	1136	1136
DPOGS204476	784	784
DPOGS204480	1175	1175
DPOGS204481	1226	1226
DPOGS204482	1181	1181
DPOGS204483	770	770
DPOGS204485	1164	1164
DPOGS204487	898	898
DPOGS204495	535	535
DPOGS204496	359	359
DPOGS204497	1654	1654
DPOGS204500	554	554
DPOGS204502	1044	1044
DPOGS204503	1127	1127
DPOGS204504	1772	1772
DPOGS204508	594	594
DPOGS204524	596	596
DPOGS204525	2162	2162
DPOGS204526	1425	1425
DPOGS204527	563	563
DPOGS204528	263	263
DPOGS204532	1255	1255
DPOGS204533	1212	1212
DPOGS204534	1156	1156
DPOGS204536	531	531
DPOGS204537	176	176
DPOGS204538	210	210
DPOGS204541	705	705
DPOGS204543	247	247
DPOGS204544	582	582
DPOGS204546	895	895
DPOGS204548	589	589
DPOGS204549	589	589
DPOGS204550	690	690
DPOGS204551	1038	1038
DPOGS204552	921	921
DPOGS204553	325	325
DPOGS204554	542	542
DPOGS204555	1638	1638
DPOGS204556	1297	1297
DPOGS204557	3216	3216
DPOGS204558	516	516
DPOGS204559	1336	1336
DPOGS204561	177	177
DPOGS204562	591	591
DPOGS204563	301	301
DPOGS204572	1395	1395
DPOGS204574	1627	1627
DPOGS204577	1670	1670
DPOGS204592	191	191
DPOGS204596	421	421
DPOGS204610	130	130
DPOGS204613	3797	3797
DPOGS204615	375	375
DPOGS204617	536	536
DPOGS204621	368	368
DPOGS204622	2407	2407
DPOGS204623	607	607
DPOGS204625	1658	1658
DPOGS204626	422	422
DPOGS204627	677	677
DPOGS204628	972	972
DPOGS204629	1195	1195
DPOGS204630	240	240
DPOGS204635	490	490
DPOGS204636	839	839
DPOGS204637	283	283
DPOGS204638	1659	1659
DPOGS204640	458	458
DPOGS204641	613	613
DPOGS204643	1208	1208
DPOGS204648	2192	2192
DPOGS204649	1385	1385
DPOGS204651	116	116
DPOGS204735	459	459
DPOGS204736	1717	1717
DPOGS204737	1166	1166
DPOGS204738	962	962
DPOGS204740	732	732
DPOGS204741	367	367
DPOGS204742	161	161
DPOGS204743	697	697
DPOGS204744	1689	1689
DPOGS204746	1344	1344
DPOGS204747	797	797
DPOGS204748	657	657
DPOGS204749	1013	1013
DPOGS204750	420	420
DPOGS204751	1326	1326
DPOGS204752	653	653
DPOGS204753	902	902
DPOGS204755	676	676
DPOGS204756	766	766
DPOGS204757	159	159
DPOGS204759	214	214
DPOGS204760	681	681
DPOGS204762	620	620
DPOGS204763	165	165
DPOGS204764	192	192
DPOGS204765	1702	1702
DPOGS204766	136	136
DPOGS204767	183	183
DPOGS204768	230	230
DPOGS204769	2213	2213
DPOGS204771	3428	3428
DPOGS204774	865	865
DPOGS204776	1684	1684
DPOGS204779	1713	1713
DPOGS204780	1647	1647
DPOGS204781	869	869
DPOGS204782	664	664
DPOGS204783	320	320
DPOGS204785	828	828
DPOGS204786	832	832
DPOGS204787	238	238
DPOGS204788	303	303
DPOGS204790	1653	1653
DPOGS204791	322	322
DPOGS204792	737	737
DPOGS204793	1397	1397
DPOGS204794	397	397
DPOGS204796	130	130
